Source,Content,Codes
Klein-2023-10.1080_13811118.2022.2075815.pdf," Youths reporting at least one suicidal behavior (i.e., prior attempts, aborted or interrupted 
",DV Supporting Info
Klein-2023-10.1080_13811118.2022.2075815.pdf,"attempts, and/or preparatory actions) were coded as having endorsed lifetime suicidal behavior.
",DV Supporting Info
Klein-2023-10.1080_13811118.2022.2075815.pdf,"parental acceptance
",Additional Variable
Klein-2023-10.1080_13811118.2022.2075815.pdf,"age
",Covariate
Klein-2023-10.1080_13811118.2022.2075815.pdf,"birth-assigned sex
",Covariate
Klein-2023-10.1080_13811118.2022.2075815.pdf,"race/ethnicity
",Covariate
Klein-2023-10.1080_13811118.2022.2075815.pdf,"11,235",Sample Size
Klein-2023-10.1080_13811118.2022.2075815.pdf,"Mage ¼ 10.93
",Participant Age
Klein-2023-10.1080_13811118.2022.2075815.pdf,"binary logistic regression
",Statistical Model
Klein-2023-10.1080_13811118.2022.2075815.pdf,"The current findings demonstrate that youths with SGM identities report 40% less parental acceptance and 47% greater family conflict, compared to non-SGM peers. Further, results indicate that the association between SGM identification and risk for suicidal behaviors is partially accounted for by lower parental acceptance and higher family conflict.
",Findings
Klein-2023-10.1080_13811118.2022.2075815.pdf,"The current study found that both parental acceptance and family conflict significantly mediated the associations between SGM identification and odds of suicidal behaviors in a large sample of youth.
",Findings
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"11,877 youth
",Sample Size
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"Release 4.0
",ABCD Release
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"two years of follow-up
",ABCD Time Point
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"ages of 9 and 10 years
",Participant Age
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"age
",Covariate
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"sex
",Covariate
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"race
",Covariate
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"ethnicity
",Covariate
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"annual household income
",Covariate
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"highest level of caregiver education
",Covariate
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"research site
",Covariate
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"partial least squares 
204 regression (PLSR)
",Statistical Model
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"After excluding participants for missing rs-fMRI data, rs-fMRI data
",Participant
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"6,521",Sample Size
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"missing mental health data
",Participant
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"RSFC between each pair of brain regions
",Independent Variable
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"By taking the sum of 
142 participants’ BPM-Y internalizing symptom scores, we aimed to mitigate the impact of such 
143 fluctuations and provide a more general picture of mental health.
",DV Supporting Info
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"topographical locations of the brain regions implicated 
243 at each threshold of connections, as well as the sum of the absolute value of the 𝛽-weights for 
244 each region (left panel) and their Gordon network assignments (right panel)
",IV Supporting Info
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"we were able to explain 
267 10.73% of the variance in cumulative internalizing symptom scores across two years of follow
268 up.
",Findings
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"Although this method has been shown to capture brain-behavior 
272 associations for robust components of cognition and executive function (23), its performance 
273 when used to predict cumulative internalizing symptoms across a period of years is remarkable.
",Findings
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"When incorporating average RSFC within and 
277 between canonical resting-state networks, along with environmental and psychosocial variables, 
278 their overall estimates of explained variance ranged from 8.9% to 10.3%.
",Findings
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"Our analysis identifies a neural phenotype 
293 associated with early internalizing symptoms occurring before the peak onset of related 
294 disorders (e.g., major depressive disorder, generalized anxiety disorder) in middle to late 
295 adolescence.
",Findings
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"we 
316 found that these brain regions were often attributed to either a general task-negative network 
317 (essentially the DMN) or to a limbic network that also included regions such as the orbitofrontal 
318 cortex and temporal pole.
",Findings
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"Among some of the other key networks revealed by this brain-wide association study were the 
327 CiO and CiP networks.
",Findings
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"In sum, we have demonstrated that RSFC between brain regions belonging to several different 
372 resting-state networks, including the DMN, DAN, CiO, CiP, ReT, and subcortical structures, are 
373 associated with internalizing symptoms in youth. By aggregating measures of functional 
374 connectivity with multivariate statistics to create a PNRS, we were able to explain a significant 
375 amount of variance in self-reported internalizing symptoms across several waves of follow-up.
",Findings
Kliamovich-2024-10.1016_j.bpsc.2024.07.026.pdf,"variance in 
258 cumulative BPM-Y internalizing symptom scores
",Dependent Variable
Kliamovich-2026-10.15288_jsad.25-00105.pdf,"Release 6.0
",ABCD Release
Kliamovich-2026-10.15288_jsad.25-00105.pdf,"baseline through the year 5 follow
up
",ABCD Time Point
Kliamovich-2026-10.15288_jsad.25-00105.pdf,"data for approximately 75% of the cohort at year 6 due to staggered 
enrollment.
",Participant
Kliamovich-2026-10.15288_jsad.25-00105.pdf,"full ABCD Study® cohort
",Participant
Kliamovich-2026-10.15288_jsad.25-00105.pdf,"mean age=12.06 years
",Participant Age
Kliamovich-2026-10.15288_jsad.25-00105.pdf,"aged 9-10 years
",Participant Age
Kliamovich-2026-10.15288_jsad.25-00105.pdf,"Mixed effects logistic regression models
",Statistical Model
Kliamovich-2026-10.15288_jsad.25-00105.pdf,"age
",Covariate
Kliamovich-2026-10.15288_jsad.25-00105.pdf,"sex
",Covariate
Kliamovich-2026-10.15288_jsad.25-00105.pdf,"prior substance use
",Covariate
Kliamovich-2026-10.15288_jsad.25-00105.pdf,"risk perception
",Independent Variable
Kliamovich-2026-10.15288_jsad.25-00105.pdf,"susceptibility to peer influence
",Independent Variable
Kliamovich-2026-10.15288_jsad.25-00105.pdf,10227,Sample Size
Kliamovich-2026-10.15288_jsad.25-00105.pdf,"Risk perception was defined as each participant’s average initial risk rating.
",IV Supporting Info
Kliamovich-2026-10.15288_jsad.25-00105.pdf,"Susceptibility to 
peer influence was defined as the degree to which participants changed their risk rating in 
response to each of the four artificial peer rating conditions (‘-4’, ‘-2’, ‘+2’, and ‘+4’).
",IV Supporting Info
Kliamovich-2026-10.15288_jsad.25-00105.pdf,"Then, to mitigate issues with multicollinearity 
during modeling, weighted averages representing susceptibility to negative peer influence (i.e., 
average rating change in the ‘-4’ and ‘-2’ conditions, weighted by the number of trials of each 
condition) and positive peer influence (i.e., average rating change in the ‘+2’ and ‘+4’ 
conditions, weighted by the number of trials of each condition) were calculated. Greater 
susceptibility to peer influence was indexed by more positive rating change values in the positive 
conditions, and more negative rating change values in the negative conditions. Lower 
susceptibility to peer influence was indexed by rating change values that were closer to zero.
",IV Supporting Info
Kliamovich-2026-10.15288_jsad.25-00105.pdf,"any substance use reported thereafter (i.e., years 3-6
",Dependent Variable
Kliamovich-2026-10.15288_jsad.25-00105.pdf,"The results from this 
analysis demonstrated that adolescents do indeed adjust their perception of risk in response to an 
artificial peer rating, suggesting that they are influenced by perceived peer consensus (Knoll et 
al., 2015, 2017; Welborn et al., 2016).
",Findings
Kliamovich-2026-10.15288_jsad.25-00105.pdf,"Consistent with our initial hypotheses, we 
found that higher risk perception was associated with lower odds of future substance use.
",Findings
Kliamovich-2026-10.15288_jsad.25-00105.pdf,"Contrary to our initial hypotheses, we did not find greater susceptibility to peer influence in the 
negative direction (i.e., being swayed by peers to say that a situation is less risky) to be 
associated with greater odds of substance use. We did find, however, that greater susceptibility to 
peer influence in the positive direction was associated with lower odds of substance use.
",Findings
Kliamovich-2026-10.15288_jsad.25-00105.pdf,"Our analyses also highlight key sex- and age-specific differences in adolescents’ risk perception 
and susceptibility to peer influence. Specifically, female adolescents exhibited higher initial risk 
perception and were less susceptible to both positive and negative peer influence compared to 
male adolescents. 
",Findings
Kliamovich-2026-10.15288_jsad.25-00105.pdf,"Our findings also complement a growing body of 
literature from the ABCD Study® demonstrating that adolescent substance use risk is 
multifactorial—spanning genetic liabilities, neurocognitive traits, and environmental factors—by 
illustrating a potentially protective role for peer influence (Choi et al., 2025).
",Findings
Kochunov-2023-10.1016_j.biopsych.2023.03.009.pdf,"N = 8940
",Sample Size
Kochunov-2023-10.1016_j.biopsych.2023.03.009.pdf,"average age = 9.9 6 0.1 years
",Participant Age
Kochunov-2023-10.1016_j.biopsych.2023.03.009.pdf,"Release 2020.08
",ABCD Release
Kochunov-2023-10.1016_j.biopsych.2023.03.009.pdf,"baseline
",ABCD Time Point
Kochunov-2023-10.1016_j.biopsych.2023.03.009.pdf,"This included participants who passed the ABCD Study’s raw quality control for structural and white matter imaging and visual inspection for data quality, a minimum of 75 subjects per site, and had the demographic data available.
",Participant
Kochunov-2023-10.1016_j.biopsych.2023.03.009.pdf,"Pearson’s correlation
",Statistical Model
Kochunov-2023-10.1016_j.biopsych.2023.03.009.pdf,"family loading score
",Independent Variable
Kochunov-2023-10.1016_j.biopsych.2023.03.009.pdf,"SSD PRS
",Independent Variable
Kochunov-2023-10.1016_j.biopsych.2023.03.009.pdf,"SSD family score
",Independent Variable
Kochunov-2023-10.1016_j.biopsych.2023.03.009.pdf,"whole-brain average cortical
",Dependent Variable
Kochunov-2023-10.1016_j.biopsych.2023.03.009.pdf,"subcortical
",Dependent Variable
Kochunov-2023-10.1016_j.biopsych.2023.03.009.pdf,"hite matter measures
",Dependent Variable
Kochunov-2023-10.1016_j.biopsych.2023.03.009.pdf,"We also calculated whole-brain average for these 3 imaging modalities, resulting in 65 traditional brain structural measures that include 3 wholebrain averages and 62 regional measures.
",DV Supporting Info
